Date,Entity,Site,Commodity,Headcount,TrainingHours,ContractorRatio,Scenario
2025-08-01,Canada,North Pit,Copper,123.2,8.9,0.33,Actual
2025-08-01,Canada,North Pit,Zinc,149.9,8.8,0.24,Budget
2025-08-01,Canada,North Pit,Nickel,139.3,2.8,0.15,Budget
2025-08-01,Canada,South Pit,Gold,156.1,7.6,0.22,Budget
2025-08-01,Canada,South Pit,Copper,226.6,7.1,0.41,Actual
2025-08-01,Canada,South Pit,Zinc,132.9,8.9,0.24,Budget
2025-08-01,Canada,South Pit,Nickel,157.5,4.7,0.27,Actual
2025-08-01,Canada,Mill A,Gold,171.7,5.5,0.44,Budget
2025-08-01,Canada,Mill A,Copper,136.3,8.5,0.34,Budget
2025-08-01,Canada,Mill A,Zinc,156.3,8.6,0.44,Budget
2025-08-01,Canada,Mill A,Nickel,144.1,7.7,0.19,Budget
2025-08-01,Canada,Mill B,Gold,172.8,4.4,0.54,Actual
2025-08-01,Canada,Mill B,Copper,116.2,2.1,0.46,Actual
2025-08-01,Canada,Mill B,Zinc,168.5,8.7,0.48,Budget
2025-08-01,Canada,Mill B,Nickel,236.1,9.3,0.42,Actual
2025-08-01,Holding Company,North Pit,Gold,147.0,3.2,0.44,Budget
2025-08-01,Holding Company,North Pit,Copper,163.6,6.5,0.48,Budget
2025-08-01,Holding Company,North Pit,Zinc,130.7,9.9,0.29,Budget
2025-08-01,Holding Company,North Pit,Nickel,144.7,8.7,0.38,Budget
2025-08-01,Holding Company,South Pit,Gold,184.5,5.1,0.16,Actual
2025-08-01,Holding Company,South Pit,Copper,170.0,5.0,0.15,Budget
2025-08-01,Holding Company,South Pit,Zinc,144.0,6.9,0.19,Budget
2025-08-01,Holding Company,South Pit,Nickel,120.2,4.4,0.48,Budget
2025-08-01,Holding Company,Mill A,Gold,157.4,7.1,0.29,Budget
2025-08-01,Holding Company,Mill A,Copper,145.5,8.3,0.27,Budget
2025-08-01,Holding Company,Mill A,Zinc,188.7,11.1,0.56,Actual
2025-08-01,Holding Company,Mill A,Nickel,185.7,10.3,0.23,Actual
2025-08-01,Holding Company,Mill B,Gold,147.1,9.1,0.18,Budget
2025-08-01,Holding Company,Mill B,Copper,141.4,8.0,0.44,Actual
2025-08-01,Holding Company,Mill B,Zinc,113.0,4.4,0.21,Actual
2025-08-01,Holding Company,Mill B,Nickel,194.5,10.2,0.14,Actual
2025-08-01,Alberta,North Pit,Gold,175.5,5.9,0.23,Budget
2025-08-01,Alberta,North Pit,Copper,207.0,4.1,0.33,Actual
2025-08-01,Alberta,North Pit,Zinc,124.1,9.9,0.2,Budget
2025-08-01,Alberta,North Pit,Nickel,143.9,2.5,0.37,Budget
2025-08-01,Alberta,South Pit,Gold,113.7,8.2,0.43,Actual
2025-08-01,Alberta,South Pit,Copper,154.9,10.1,0.58,Actual
2025-08-01,Alberta,South Pit,Zinc,137.4,6.8,0.34,Actual
2025-08-01,Alberta,South Pit,Nickel,132.0,1.9,0.26,Actual
2025-08-01,Alberta,Mill A,Gold,145.6,6.6,0.27,Budget
2025-08-01,Alberta,Mill A,Copper,123.0,2.5,0.11,Budget
2025-08-01,Alberta,Mill A,Zinc,142.4,6.5,0.36,Budget
2025-08-01,Alberta,Mill A,Nickel,172.7,6.3,0.2,Budget
2025-08-01,Alberta,Mill B,Gold,165.9,4.4,0.21,Budget
2025-08-01,Alberta,Mill B,Copper,95.5,2.2,0.12,Actual
2025-08-01,Alberta,Mill B,Zinc,170.2,3.2,0.35,Actual
2025-08-01,Alberta,Mill B,Nickel,146.5,5.9,0.38,Budget
2025-08-01,Quebec,North Pit,Gold,144.6,3.3,0.33,Budget
2025-08-01,Quebec,North Pit,Copper,181.5,3.2,0.5,Actual
2025-08-01,Quebec,North Pit,Zinc,227.5,2.9,0.15,Actual
2025-08-01,Quebec,North Pit,Nickel,123.6,2.6,0.34,Actual
2025-08-01,Quebec,South Pit,Gold,124.6,5.6,0.08,Actual
2025-08-01,Quebec,South Pit,Copper,102.6,2.9,0.22,Actual
2025-08-01,Quebec,South Pit,Zinc,146.5,6.2,0.11,Budget
2025-08-01,Quebec,South Pit,Nickel,159.2,8.5,0.2,Actual
2025-08-01,Quebec,Mill A,Gold,174.1,9.7,0.31,Budget
2025-08-01,Quebec,Mill A,Copper,146.4,11.2,0.36,Actual
2025-08-01,Quebec,Mill A,Zinc,142.9,3.4,0.11,Actual
2025-08-01,Quebec,Mill A,Nickel,151.9,8.7,0.11,Actual
2025-08-01,Quebec,Mill B,Gold,184.1,5.0,0.22,Actual
2025-08-01,Quebec,Mill B,Copper,107.6,3.5,0.13,Actual
2025-08-01,Quebec,Mill B,Zinc,121.8,2.5,0.18,Actual
2025-08-01,Quebec,Mill B,Nickel,178.4,10.5,0.3,Actual
2025-08-01,Ontario,North Pit,Gold,106.6,3.8,0.12,Actual
2025-08-01,Ontario,North Pit,Copper,192.0,4.0,0.62,Actual
2025-08-01,Ontario,North Pit,Zinc,132.1,7.1,0.48,Actual
2025-08-01,Ontario,North Pit,Nickel,151.3,4.8,0.15,Budget
2025-08-01,Ontario,South Pit,Gold,124.4,6.2,0.3,Budget
2025-08-01,Ontario,South Pit,Copper,124.2,7.4,0.26,Budget
2025-08-01,Ontario,South Pit,Zinc,126.2,3.2,0.25,Budget
2025-08-01,Ontario,South Pit,Nickel,174.1,2.5,0.49,Budget
2025-08-01,Ontario,Mill A,Gold,179.0,7.2,0.3,Actual
2025-08-01,Ontario,Mill A,Copper,167.2,8.8,0.46,Budget
2025-08-01,Ontario,Mill A,Zinc,135.2,2.5,0.18,Budget
2025-08-01,Ontario,Mill A,Nickel,149.5,4.0,0.33,Actual
2025-08-01,Ontario,Mill B,Gold,186.2,8.4,0.4,Actual
2025-08-01,Ontario,Mill B,Copper,104.2,3.7,0.1,Actual
2025-08-01,Ontario,Mill B,Zinc,155.3,5.0,0.16,Actual
2025-08-01,Ontario,Mill B,Nickel,176.5,5.1,0.51,Actual
2025-08-01,British Columbia,North Pit,Gold,127.5,1.8,0.15,Actual
2025-08-01,British Columbia,North Pit,Copper,125.1,7.4,0.21,Budget
2025-08-01,British Columbia,North Pit,Zinc,179.6,10.5,0.57,Actual
2025-08-01,British Columbia,North Pit,Nickel,145.5,7.4,0.12,Actual
2025-08-01,British Columbia,South Pit,Gold,112.0,5.0,0.22,Actual
2025-08-01,British Columbia,South Pit,Copper,151.9,7.2,0.18,Budget
2025-08-01,British Columbia,South Pit,Zinc,93.5,1.7,0.08,Actual
2025-08-01,British Columbia,South Pit,Nickel,132.7,6.2,0.48,Budget
2025-08-01,British Columbia,Mill A,Gold,92.8,5.4,0.12,Actual
2025-08-01,British Columbia,Mill A,Copper,120.1,7.7,0.28,Budget
2025-08-01,British Columbia,Mill A,Zinc,227.5,6.4,0.19,Actual
2025-08-01,British Columbia,Mill A,Nickel,149.0,9.8,0.33,Budget
2025-08-01,British Columbia,Mill B,Gold,158.9,7.3,0.2,Budget
2025-08-01,British Columbia,Mill B,Copper,162.0,9.8,0.39,Budget
2025-08-01,British Columbia,Mill B,Zinc,164.0,2.2,0.4,Budget
2025-08-01,British Columbia,Mill B,Nickel,160.5,9.1,0.5,Budget
2025-08-01,Nova Scotia,North Pit,Gold,128.6,3.7,0.41,Actual
2025-08-01,Nova Scotia,North Pit,Copper,124.0,9.9,0.48,Budget
2025-08-01,Nova Scotia,North Pit,Zinc,146.7,7.9,0.3,Actual
2025-08-01,Nova Scotia,North Pit,Nickel,127.6,4.7,0.29,Budget
2025-08-01,Nova Scotia,South Pit,Gold,171.7,2.5,0.33,Budget
2025-08-01,Nova Scotia,South Pit,Copper,138.2,2.6,0.22,Actual
2025-08-01,Nova Scotia,South Pit,Zinc,172.2,4.8,0.48,Budget
2025-08-01,Nova Scotia,South Pit,Nickel,142.3,9.1,0.13,Budget
2025-08-01,Nova Scotia,Mill A,Gold,227.0,6.4,0.21,Actual
2025-08-01,Nova Scotia,Mill A,Copper,179.5,3.7,0.3,Budget
2025-08-01,Nova Scotia,Mill A,Zinc,180.5,6.1,0.3,Actual
2025-08-01,Nova Scotia,Mill A,Nickel,148.0,5.8,0.27,Budget
2025-08-01,Nova Scotia,Mill B,Gold,140.8,6.1,0.48,Budget
2025-08-01,Nova Scotia,Mill B,Copper,147.3,9.5,0.2,Budget
2025-08-01,Nova Scotia,Mill B,Zinc,168.5,5.8,0.35,Budget
2025-08-01,Nova Scotia,Mill B,Nickel,124.0,4.3,0.2,Actual
2025-09-01,Canada,North Pit,Gold,160.0,6.4,0.1,Budget
2025-09-01,Canada,North Pit,Copper,153.0,4.2,0.26,Budget
2025-09-01,Canada,North Pit,Zinc,114.2,3.5,0.36,Actual
2025-09-01,Canada,North Pit,Nickel,86.7,5.8,0.27,Actual
2025-09-01,Canada,South Pit,Gold,127.7,4.8,0.23,Budget
2025-09-01,Canada,South Pit,Copper,152.3,7.9,0.45,Budget
2025-09-01,Canada,South Pit,Zinc,115.6,2.9,0.09,Actual
2025-09-01,Canada,South Pit,Nickel,184.5,2.9,0.31,Actual
2025-09-01,Canada,Mill A,Gold,131.2,5.8,0.39,Budget
2025-09-01,Canada,Mill A,Copper,137.1,8.8,0.29,Actual
2025-09-01,Canada,Mill A,Zinc,159.9,6.8,0.17,Actual
2025-09-01,Canada,Mill A,Nickel,215.4,5.5,0.28,Actual
2025-09-01,Canada,Mill B,Gold,140.3,5.1,0.14,Budget
2025-09-01,Canada,Mill B,Copper,120.0,8.2,0.31,Budget
2025-09-01,Canada,Mill B,Zinc,218.7,6.4,0.19,Actual
2025-09-01,Canada,Mill B,Nickel,153.2,9.1,0.46,Budget
2025-09-01,Holding Company,North Pit,Gold,96.6,5.2,0.15,Actual
2025-09-01,Holding Company,North Pit,Copper,168.2,5.0,0.33,Budget
2025-09-01,Holding Company,North Pit,Zinc,142.5,2.9,0.36,Actual
2025-09-01,Holding Company,North Pit,Nickel,90.6,3.8,0.08,Actual
2025-09-01,Holding Company,South Pit,Gold,169.5,7.2,0.13,Actual
2025-09-01,Holding Company,South Pit,Copper,95.3,3.7,0.13,Actual
2025-09-01,Holding Company,South Pit,Zinc,125.2,3.4,0.5,Actual
2025-09-01,Holding Company,South Pit,Nickel,142.8,6.2,0.42,Actual
2025-09-01,Holding Company,Mill A,Gold,157.9,2.5,0.43,Actual
2025-09-01,Holding Company,Mill A,Copper,162.0,5.8,0.49,Budget
2025-09-01,Holding Company,Mill A,Zinc,130.1,7.1,0.19,Actual
2025-09-01,Holding Company,Mill A,Nickel,150.2,2.8,0.36,Actual
2025-09-01,Holding Company,Mill B,Gold,129.8,2.0,0.42,Actual
2025-09-01,Holding Company,Mill B,Copper,145.5,2.9,0.45,Budget
2025-09-01,Holding Company,Mill B,Zinc,150.8,6.8,0.26,Actual
2025-09-01,Holding Company,Mill B,Nickel,162.4,5.1,0.27,Budget
2025-09-01,Alberta,North Pit,Gold,140.7,2.4,0.33,Actual
2025-09-01,Alberta,North Pit,Copper,150.0,5.3,0.22,Budget
2025-09-01,Alberta,North Pit,Zinc,124.9,3.0,0.18,Budget
2025-09-01,Alberta,North Pit,Nickel,195.8,7.3,0.53,Actual
2025-09-01,Alberta,South Pit,Gold,161.5,5.7,0.21,Budget
2025-09-01,Alberta,South Pit,Copper,174.8,9.8,0.21,Budget
2025-09-01,Alberta,South Pit,Zinc,149.8,3.4,0.11,Budget
2025-09-01,Alberta,South Pit,Nickel,179.5,8.1,0.44,Budget
2025-09-01,Alberta,Mill A,Gold,224.7,4.3,0.64,Actual
2025-09-01,Alberta,Mill A,Copper,127.3,3.5,0.3,Actual
2025-09-01,Alberta,Mill A,Zinc,216.7,8.5,0.52,Actual
2025-09-01,Alberta,Mill A,Nickel,169.6,2.2,0.4,Actual
2025-09-01,Alberta,Mill B,Gold,102.5,3.4,0.25,Actual
2025-09-01,Alberta,Mill B,Copper,130.2,7.7,0.44,Actual
2025-09-01,Alberta,Mill B,Zinc,147.4,7.7,0.11,Actual
2025-09-01,Alberta,Mill B,Nickel,155.1,3.4,0.33,Actual
2025-09-01,Quebec,North Pit,Gold,138.8,3.2,0.43,Actual
2025-09-01,Quebec,North Pit,Copper,176.5,4.4,0.48,Budget
2025-09-01,Quebec,North Pit,Zinc,123.7,3.5,0.43,Budget
2025-09-01,Quebec,North Pit,Nickel,160.2,2.3,0.32,Budget
2025-09-01,Quebec,South Pit,Gold,203.9,6.1,0.46,Actual
2025-09-01,Quebec,South Pit,Copper,191.6,11.1,0.29,Actual
2025-09-01,Quebec,South Pit,Zinc,174.9,2.6,0.22,Budget
2025-09-01,Quebec,South Pit,Nickel,163.5,2.1,0.35,Budget
2025-09-01,Quebec,Mill A,Gold,159.9,4.5,0.25,Actual
2025-09-01,Quebec,Mill A,Copper,161.5,3.8,0.28,Budget
2025-09-01,Quebec,Mill A,Zinc,175.3,5.2,0.19,Budget
2025-09-01,Quebec,Mill A,Nickel,178.1,2.3,0.46,Budget
2025-09-01,Quebec,Mill B,Gold,176.6,3.6,0.24,Budget
2025-09-01,Quebec,Mill B,Copper,171.4,9.1,0.46,Budget
2025-09-01,Quebec,Mill B,Zinc,153.2,5.8,0.37,Actual
2025-09-01,Quebec,Mill B,Nickel,203.1,10.7,0.39,Actual
2025-09-01,Ontario,North Pit,Gold,129.8,2.2,0.38,Actual
2025-09-01,Ontario,North Pit,Copper,159.9,9.4,0.25,Budget
2025-09-01,Ontario,North Pit,Zinc,179.6,2.6,0.16,Budget
2025-09-01,Ontario,North Pit,Nickel,137.0,8.0,0.46,Actual
2025-09-01,Ontario,South Pit,Gold,150.5,2.9,0.28,Budget
2025-09-01,Ontario,South Pit,Copper,233.8,9.5,0.42,Actual
2025-09-01,Ontario,South Pit,Zinc,173.7,9.9,0.45,Actual
2025-09-01,Ontario,South Pit,Nickel,170.7,2.9,0.46,Actual
2025-09-01,Ontario,Mill A,Gold,174.6,9.3,0.29,Budget
2025-09-01,Ontario,Mill A,Copper,145.1,9.5,0.19,Budget
2025-09-01,Ontario,Mill A,Zinc,130.6,6.6,0.31,Actual
2025-09-01,Ontario,Mill A,Nickel,175.8,8.3,0.19,Budget
2025-09-01,Ontario,Mill B,Gold,160.4,7.4,0.34,Budget
2025-09-01,Ontario,Mill B,Copper,116.4,2.9,0.3,Actual
2025-09-01,Ontario,Mill B,Zinc,95.1,6.9,0.22,Actual
2025-09-01,Ontario,Mill B,Nickel,158.9,3.5,0.26,Budget
2025-09-01,British Columbia,North Pit,Gold,136.7,7.2,0.19,Budget
2025-09-01,British Columbia,North Pit,Copper,161.4,9.2,0.32,Actual
2025-09-01,British Columbia,North Pit,Zinc,125.9,5.3,0.36,Budget
2025-09-01,British Columbia,North Pit,Nickel,122.2,7.0,0.47,Budget
2025-09-01,British Columbia,South Pit,Gold,145.6,4.4,0.33,Actual
2025-09-01,British Columbia,South Pit,Copper,171.7,5.2,0.37,Budget
2025-09-01,British Columbia,South Pit,Zinc,157.9,3.6,0.5,Budget
2025-09-01,British Columbia,South Pit,Nickel,148.2,6.3,0.24,Budget
2025-09-01,British Columbia,Mill A,Gold,102.2,1.9,0.21,Actual
2025-09-01,British Columbia,Mill A,Copper,137.8,5.0,0.46,Actual
2025-09-01,British Columbia,Mill A,Zinc,123.7,8.8,0.12,Actual
2025-09-01,British Columbia,Mill A,Nickel,128.3,7.2,0.29,Budget
2025-09-01,British Columbia,Mill B,Gold,130.2,8.8,0.1,Budget
2025-09-01,British Columbia,Mill B,Copper,150.6,8.3,0.37,Budget
2025-09-01,British Columbia,Mill B,Zinc,147.6,4.2,0.44,Budget
2025-09-01,British Columbia,Mill B,Nickel,176.7,2.9,0.12,Budget
2025-09-01,Nova Scotia,North Pit,Gold,112.0,4.2,0.26,Actual
2025-09-01,Nova Scotia,North Pit,Copper,177.4,9.3,0.31,Actual
2025-09-01,Nova Scotia,North Pit,Zinc,154.9,6.8,0.25,Budget
2025-09-01,Nova Scotia,North Pit,Nickel,133.8,2.2,0.42,Budget
2025-09-01,Nova Scotia,South Pit,Gold,93.2,4.4,0.11,Actual
2025-09-01,Nova Scotia,South Pit,Copper,176.9,7.8,0.3,Budget
2025-09-01,Nova Scotia,South Pit,Zinc,150.7,4.9,0.28,Budget
2025-09-01,Nova Scotia,South Pit,Nickel,112.7,8.0,0.23,Actual
2025-09-01,Nova Scotia,Mill A,Gold,137.9,4.5,0.47,Budget
2025-09-01,Nova Scotia,Mill A,Copper,138.5,4.8,0.28,Actual
2025-09-01,Nova Scotia,Mill A,Zinc,124.7,9.5,0.22,Budget
2025-09-01,Nova Scotia,Mill A,Nickel,87.7,4.5,0.16,Actual
2025-09-01,Nova Scotia,Mill B,Gold,134.1,5.2,0.45,Budget
2025-09-01,Nova Scotia,Mill B,Copper,123.7,7.3,0.49,Budget
2025-09-01,Nova Scotia,Mill B,Zinc,117.5,3.2,0.1,Actual
2025-09-01,Nova Scotia,Mill B,Nickel,156.7,11.7,0.42,Actual
2025-10-01,Canada,North Pit,Gold,164.7,3.2,0.2,Actual
2025-10-01,Canada,North Pit,Copper,105.7,6.2,0.21,Actual
2025-10-01,Canada,North Pit,Zinc,194.9,8.5,0.49,Actual
2025-10-01,Canada,North Pit,Nickel,181.4,4.3,0.38,Actual
2025-10-01,Canada,South Pit,Gold,150.3,3.3,0.45,Budget
2025-10-01,Canada,South Pit,Copper,166.5,8.7,0.13,Actual
2025-10-01,Canada,South Pit,Zinc,152.2,8.4,0.4,Actual
2025-10-01,Canada,South Pit,Nickel,163.3,7.2,0.14,Actual
2025-10-01,Canada,Mill A,Gold,119.2,7.8,0.19,Actual
2025-10-01,Canada,Mill A,Copper,168.4,6.3,0.38,Budget
2025-10-01,Canada,Mill A,Zinc,183.2,4.0,0.26,Actual
2025-10-01,Canada,Mill A,Nickel,168.1,3.9,0.42,Budget
2025-10-01,Canada,Mill B,Gold,111.0,4.4,0.15,Actual
2025-10-01,Canada,Mill B,Copper,199.9,5.8,0.16,Actual
2025-10-01,Canada,Mill B,Zinc,135.5,3.2,0.42,Budget
2025-10-01,Canada,Mill B,Nickel,156.0,7.9,0.22,Budget
2025-10-01,Holding Company,North Pit,Gold,165.8,3.8,0.21,Budget
2025-10-01,Holding Company,North Pit,Copper,109.7,3.8,0.28,Actual
2025-10-01,Holding Company,North Pit,Zinc,120.1,2.3,0.08,Actual
2025-10-01,Holding Company,North Pit,Nickel,191.1,4.1,0.66,Actual
2025-10-01,Holding Company,South Pit,Gold,142.1,3.4,0.43,Actual
2025-10-01,Holding Company,South Pit,Copper,128.8,5.7,0.29,Budget
2025-10-01,Holding Company,South Pit,Zinc,186.2,10.3,0.3,Actual
2025-10-01,Holding Company,South Pit,Nickel,135.3,5.8,0.23,Budget
2025-10-01,Holding Company,Mill A,Gold,149.0,3.2,0.44,Actual
2025-10-01,Holding Company,Mill A,Copper,135.2,2.4,0.2,Actual
2025-10-01,Holding Company,Mill A,Zinc,195.9,10.3,0.2,Actual
2025-10-01,Holding Company,Mill A,Nickel,152.6,8.1,0.52,Actual
2025-10-01,Holding Company,Mill B,Gold,103.7,4.8,0.15,Actual
2025-10-01,Holding Company,Mill B,Copper,126.6,2.0,0.28,Budget
2025-10-01,Holding Company,Mill B,Zinc,173.4,2.6,0.37,Budget
2025-10-01,Holding Company,Mill B,Nickel,152.3,9.7,0.22,Actual
2025-10-01,Alberta,North Pit,Gold,158.9,8.1,0.21,Actual
2025-10-01,Alberta,North Pit,Copper,181.1,8.5,0.62,Actual
2025-10-01,Alberta,North Pit,Zinc,131.1,6.0,0.2,Budget
2025-10-01,Alberta,North Pit,Nickel,145.0,5.9,0.21,Actual
2025-10-01,Alberta,South Pit,Gold,154.7,4.0,0.25,Actual
2025-10-01,Alberta,South Pit,Copper,171.3,2.8,0.39,Budget
2025-10-01,Alberta,South Pit,Zinc,156.1,9.3,0.4,Budget
2025-10-01,Alberta,South Pit,Nickel,106.6,8.0,0.13,Actual
2025-10-01,Alberta,Mill A,Gold,108.5,6.8,0.26,Actual
2025-10-01,Alberta,Mill A,Copper,124.4,3.3,0.19,Budget
2025-10-01,Alberta,Mill A,Zinc,166.3,7.0,0.2,Actual
2025-10-01,Alberta,Mill A,Nickel,163.3,7.4,0.27,Budget
2025-10-01,Alberta,Mill B,Gold,174.4,9.8,0.2,Budget
2025-10-01,Alberta,Mill B,Copper,152.7,8.5,0.4,Budget
2025-10-01,Alberta,Mill B,Zinc,171.6,7.8,0.4,Actual
2025-10-01,Alberta,Mill B,Nickel,127.9,7.1,0.21,Budget
2025-10-01,Quebec,North Pit,Gold,117.9,6.7,0.33,Actual
2025-10-01,Quebec,North Pit,Copper,125.4,2.2,0.26,Actual
2025-10-01,Quebec,North Pit,Zinc,141.9,5.4,0.23,Budget
2025-10-01,Quebec,North Pit,Nickel,144.3,5.0,0.45,Actual
2025-10-01,Quebec,South Pit,Gold,114.7,6.2,0.24,Actual
2025-10-01,Quebec,South Pit,Copper,128.7,3.5,0.45,Budget
2025-10-01,Quebec,South Pit,Zinc,176.0,10.4,0.48,Actual
2025-10-01,Quebec,South Pit,Nickel,123.3,6.0,0.37,Actual
2025-10-01,Quebec,Mill A,Gold,165.8,7.1,0.12,Actual
2025-10-01,Quebec,Mill A,Copper,201.5,3.4,0.26,Actual
2025-10-01,Quebec,Mill A,Zinc,179.7,4.8,0.17,Budget
2025-10-01,Quebec,Mill A,Nickel,134.3,6.1,0.23,Budget
2025-10-01,Quebec,Mill B,Gold,147.8,10.8,0.32,Actual
2025-10-01,Quebec,Mill B,Copper,193.9,7.2,0.59,Actual
2025-10-01,Quebec,Mill B,Zinc,169.6,6.7,0.47,Budget
2025-10-01,Quebec,Mill B,Nickel,178.0,5.2,0.33,Budget
2025-10-01,Ontario,North Pit,Gold,146.2,7.9,0.47,Budget
2025-10-01,Ontario,North Pit,Copper,134.2,3.7,0.14,Actual
2025-10-01,Ontario,North Pit,Zinc,200.5,6.6,0.52,Actual
2025-10-01,Ontario,North Pit,Nickel,182.6,6.0,0.24,Actual
2025-10-01,Ontario,South Pit,Gold,174.5,4.1,0.31,Budget
2025-10-01,Ontario,South Pit,Copper,95.0,2.4,0.17,Actual
2025-10-01,Ontario,South Pit,Zinc,179.5,4.1,0.42,Budget
2025-10-01,Ontario,South Pit,Nickel,146.1,8.4,0.3,Budget
2025-10-01,Ontario,Mill A,Gold,166.1,7.8,0.45,Budget
2025-10-01,Ontario,Mill A,Copper,131.2,2.3,0.22,Actual
2025-10-01,Ontario,Mill A,Zinc,139.3,4.6,0.16,Actual
2025-10-01,Ontario,Mill A,Nickel,154.2,7.1,0.3,Actual
2025-10-01,Ontario,Mill B,Gold,160.5,9.4,0.49,Budget
2025-10-01,Ontario,Mill B,Copper,145.3,4.3,0.43,Budget
2025-10-01,Ontario,Mill B,Zinc,203.9,8.0,0.51,Actual
2025-10-01,Ontario,Mill B,Nickel,155.4,4.4,0.47,Budget
2025-10-01,British Columbia,North Pit,Gold,128.2,6.3,0.27,Budget
2025-10-01,British Columbia,North Pit,Copper,157.1,3.6,0.17,Budget
2025-10-01,British Columbia,North Pit,Zinc,171.7,9.6,0.4,Budget
2025-10-01,British Columbia,North Pit,Nickel,126.1,6.0,0.2,Budget
2025-10-01,British Columbia,South Pit,Gold,211.5,3.4,0.45,Actual
2025-10-01,British Columbia,South Pit,Copper,145.3,4.5,0.39,Actual
2025-10-01,British Columbia,South Pit,Zinc,195.8,8.8,0.46,Actual
2025-10-01,British Columbia,South Pit,Nickel,164.6,9.2,0.23,Budget
2025-10-01,British Columbia,Mill A,Gold,218.7,9.4,0.47,Actual
2025-10-01,British Columbia,Mill A,Copper,101.4,2.9,0.37,Actual
2025-10-01,British Columbia,Mill A,Zinc,160.7,3.8,0.26,Budget
2025-10-01,British Columbia,Mill A,Nickel,131.5,6.9,0.47,Budget
2025-10-01,British Columbia,Mill B,Gold,144.7,2.4,0.14,Actual
2025-10-01,British Columbia,Mill B,Copper,149.0,5.0,0.21,Actual
2025-10-01,British Columbia,Mill B,Zinc,111.4,4.1,0.18,Actual
2025-10-01,British Columbia,Mill B,Nickel,156.7,6.2,0.18,Budget
2025-10-01,Nova Scotia,North Pit,Gold,159.9,4.0,0.44,Budget
2025-10-01,Nova Scotia,North Pit,Copper,153.5,7.0,0.42,Actual
2025-10-01,Nova Scotia,North Pit,Zinc,158.9,4.3,0.45,Actual
2025-10-01,Nova Scotia,North Pit,Nickel,149.7,7.1,0.28,Actual
2025-10-01,Nova Scotia,South Pit,Gold,144.6,6.9,0.42,Actual
2025-10-01,Nova Scotia,South Pit,Copper,152.7,8.0,0.4,Budget
2025-10-01,Nova Scotia,South Pit,Zinc,179.2,5.4,0.16,Budget
2025-10-01,Nova Scotia,South Pit,Nickel,126.0,6.9,0.45,Budget
2025-10-01,Nova Scotia,Mill A,Gold,168.1,2.1,0.13,Budget
2025-10-01,Nova Scotia,Mill A,Copper,126.3,10.0,0.16,Budget
2025-10-01,Nova Scotia,Mill A,Zinc,140.8,3.7,0.39,Budget
2025-10-01,Nova Scotia,Mill A,Nickel,169.8,8.3,0.2,Actual
2025-10-01,Nova Scotia,Mill B,Gold,125.9,4.1,0.13,Budget
2025-10-01,Nova Scotia,Mill B,Copper,170.0,11.7,0.36,Actual
2025-10-01,Nova Scotia,Mill B,Zinc,140.0,4.8,0.22,Budget
2025-10-01,Nova Scotia,Mill B,Nickel,180.2,8.0,0.42,Actual
2025-11-01,Canada,North Pit,Gold,159.5,9.0,0.42,Budget
2025-11-01,Canada,North Pit,Copper,131.7,6.0,0.26,Budget
2025-11-01,Canada,North Pit,Zinc,210.8,7.2,0.28,Actual
2025-11-01,Canada,North Pit,Nickel,90.1,3.1,0.19,Actual
2025-11-01,Canada,South Pit,Gold,113.2,1.9,0.16,Actual
2025-11-01,Canada,South Pit,Copper,131.6,6.8,0.22,Actual
2025-11-01,Canada,South Pit,Zinc,111.0,7.6,0.34,Actual
2025-11-01,Canada,South Pit,Nickel,135.2,6.0,0.36,Actual
2025-11-01,Canada,Mill A,Gold,135.6,7.8,0.18,Budget
2025-11-01,Canada,Mill A,Copper,174.8,7.7,0.2,Budget
2025-11-01,Canada,Mill A,Zinc,141.9,3.6,0.38,Budget
2025-11-01,Canada,Mill A,Nickel,167.0,7.8,0.56,Actual
2025-11-01,Canada,Mill B,Gold,140.4,6.2,0.16,Budget
2025-11-01,Canada,Mill B,Copper,158.7,8.6,0.48,Budget
2025-11-01,Canada,Mill B,Zinc,150.4,7.1,0.23,Budget
2025-11-01,Canada,Mill B,Nickel,151.0,8.5,0.26,Budget
2025-11-01,Holding Company,North Pit,Gold,145.7,5.1,0.5,Actual
2025-11-01,Holding Company,North Pit,Copper,123.6,8.2,0.45,Budget
2025-11-01,Holding Company,North Pit,Zinc,192.7,7.0,0.15,Actual
2025-11-01,Holding Company,North Pit,Nickel,100.2,5.4,0.2,Actual
2025-11-01,Holding Company,South Pit,Gold,169.1,7.6,0.35,Budget
2025-11-01,Holding Company,South Pit,Copper,142.4,5.5,0.1,Actual
2025-11-01,Holding Company,South Pit,Zinc,172.2,6.8,0.39,Budget
2025-11-01,Holding Company,South Pit,Nickel,82.6,4.4,0.31,Actual
2025-11-01,Holding Company,Mill A,Gold,194.5,11.7,0.13,Actual
2025-11-01,Holding Company,Mill A,Copper,160.0,8.5,0.46,Budget
2025-11-01,Holding Company,Mill A,Zinc,164.5,7.0,0.42,Budget
2025-11-01,Holding Company,Mill A,Nickel,176.7,3.5,0.24,Budget
2025-11-01,Holding Company,Mill B,Gold,186.7,5.4,0.35,Actual
2025-11-01,Holding Company,Mill B,Copper,113.1,7.9,0.15,Actual
2025-11-01,Holding Company,Mill B,Zinc,133.8,3.2,0.22,Budget
2025-11-01,Holding Company,Mill B,Nickel,131.9,7.6,0.11,Budget
